Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,State,City,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,profit_Margin
ORD-10037,05-05-2024,05-10-2024,CUST-626,Customer 436,Consumer,India,Karnataka,Bangalore,PROD-234,Furniture,Chairs,Chairs Model 27,53179.6,10,0.05,7640.27,14.37
ORD-10038,3/16/2024,3/23/2024,CUST-705,Customer 3,Consumer,India,Maharashtra,Pune,PROD-399,Office Supplies,Binders,Binders Model 28,13208.58,9,0.15,1188.2,9.00
ORD-10039,8/25/2024,09-01-2024,CUST-544,Customer 287,Home Office,India,Karnataka,Bangalore,PROD-163,Office Supplies,Binders,Binders Model 49,53496.41,10,0.2,3458.64,6.47
ORD-10040,8/18/2024,8/22/2024,CUST-770,Customer 127,Home Office,India,Delhi,New Delhi,PROD-142,Furniture,Furnishings,Furnishings Model 50,46682.72,8,0.05,2563.79,5.49
ORD-10041,5/19/2024,5/23/2024,CUST-328,Customer 458,Home Office,India,Tamil Nadu,Madurai,PROD-042,Office Supplies,Binders,Binders Model 9,9134.76,7,0.05,1290.59,14.13
ORD-10042,10-04-2024,10-09-2024,CUST-426,Customer 32,Consumer,India,Tamil Nadu,Coimbatore,PROD-427,Office Supplies,Pens,Pens Model 27,23429.66,10,0,5186.07,22.13
ORD-10043,6/29/2024,07-03-2024,CUST-772,Customer 200,Corporate,India,Delhi,New Delhi,PROD-276,Office Supplies,Paper,Paper Model 48,44104.58,10,0.05,4306.63,9.76
ORD-10044,7/18/2024,7/22/2024,CUST-685,Customer 348,Corporate,India,Kerala,Thiruvananthapuram,PROD-371,Office Supplies,Paper,Paper Model 11,50446.29,3,0.2,2178.03,4.32
ORD-10045,02-12-2024,2/19/2024,CUST-439,Customer 70,Corporate,India,Maharashtra,Nagpur,PROD-094,Technology,Laptops,Laptops Model 4,15683.36,6,0.05,1426.24,9.09
ORD-10046,05-09-2024,05-11-2024,CUST-482,Customer 10,Home Office,India,Kerala,Thiruvananthapuram,PROD-277,Office Supplies,Envelopes,Envelopes Model 4,59994.48,6,0.05,7801.01,13.00
ORD-10047,04-12-2024,4/14/2024,CUST-637,Customer 79,Consumer,India,Telangana,Hyderabad,PROD-065,Furniture,Tables,Tables Model 31,40200.58,10,0.05,3738.93,9.30
ORD-10048,3/24/2024,3/28/2024,CUST-111,Customer 297,Consumer,India,Kerala,Thiruvananthapuram,PROD-476,Furniture,Chairs,Chairs Model 20,34590.22,7,0.15,3054.11,8.83
ORD-10049,2/22/2024,2/29/2024,CUST-792,Customer 155,Home Office,India,Karnataka,Bangalore,PROD-308,Technology,Mobiles,Mobiles Model 8,47794.01,10,0,5708.55,11.94
ORD-10050,9/16/2024,9/23/2024,CUST-350,Customer 7,Corporate,India,Maharashtra,Nagpur,PROD-422,Office Supplies,Paper,Paper Model 32,6421.78,6,0.15,266.26,4.15
ORD-10051,11-11-2024,11/17/2024,CUST-794,Customer 248,Corporate,India,Maharashtra,Mumbai,PROD-224,Technology,Printers,Printers Model 47,35589.23,6,0.05,5913.02,16.61
ORD-10052,8/25/2024,8/31/2024,CUST-625,Customer 343,Corporate,India,Tamil Nadu,Coimbatore,PROD-173,Office Supplies,Binders,Binders Model 2,29708.96,6,0.05,2896.92,9.75
ORD-10053,11-01-2024,11-08-2024,CUST-902,Customer 142,Home Office,India,Kerala,Thiruvananthapuram,PROD-006,Office Supplies,Pens,Pens Model 34,56888.95,2,0.05,8192.86,14.40
ORD-10054,11/26/2024,12-03-2024,CUST-503,Customer 230,Consumer,India,Maharashtra,Nagpur,PROD-048,Furniture,Furnishings,Furnishings Model 19,13373.62,4,0.1,1107.23,8.28
ORD-10055,08-05-2024,08-12-2024,CUST-564,Customer 170,Corporate,India,Kerala,Thiruvananthapuram,PROD-360,Technology,Printers,Printers Model 30,16327.89,5,0.05,394.01,2.41
ORD-10056,04-08-2024,04-11-2024,CUST-757,Customer 248,Corporate,India,Karnataka,Mysore,PROD-371,Furniture,Tables,Tables Model 38,58598.76,9,0.2,5473.14,9.34
ORD-10057,07-03-2024,07-06-2024,CUST-310,Customer 8,Home Office,India,Tamil Nadu,Chennai,PROD-274,Office Supplies,Binders,Binders Model 9,16531.25,1,0.2,1513.81,9.16
ORD-10058,01-07-2024,1/13/2024,CUST-292,Customer 241,Corporate,India,Karnataka,Hubli,PROD-226,Office Supplies,Paper,Paper Model 22,11143.38,1,0.1,1540.16,13.82
ORD-10059,09-08-2024,09-10-2024,CUST-591,Customer 323,Home Office,India,Maharashtra,Mumbai,PROD-028,Furniture,Furnishings,Furnishings Model 10,9036.94,10,0.1,297.89,3.30
ORD-10060,11-06-2024,11-12-2024,CUST-810,Customer 317,Consumer,India,Karnataka,Bangalore,PROD-398,Technology,Accessories,Accessories Model 34,22884.64,8,0.1,2792.69,12.20
ORD-10061,11-08-2024,11/15/2024,CUST-102,Customer 486,Consumer,India,Maharashtra,Pune,PROD-321,Technology,Laptops,Laptops Model 14,15952.3,2,0.05,765.28,4.80
ORD-10062,7/28/2024,08-02-2024,CUST-706,Customer 305,Corporate,India,Delhi,New Delhi,PROD-150,Furniture,Chairs,Chairs Model 3,13965.43,5,0.15,1197.73,8.58
ORD-10063,08-05-2024,08-07-2024,CUST-558,Customer 116,Home Office,India,Karnataka,Mysore,PROD-077,Technology,Mobiles,Mobiles Model 18,49615.21,2,0,4127.22,8.32
ORD-10064,08-12-2024,8/14/2024,CUST-480,Customer 353,Corporate,India,Kerala,Kozhikode,PROD-359,Technology,Printers,Printers Model 26,56566.31,9,0.2,2898.51,5.12
ORD-10065,6/14/2024,6/20/2024,CUST-257,Customer 14,Consumer,India,Tamil Nadu,Madurai,PROD-118,Furniture,Furnishings,Furnishings Model 44,50173.92,10,0.2,2014.85,4.02
ORD-10066,3/30/2024,04-04-2024,CUST-532,Customer 334,Corporate,India,Telangana,Warangal,PROD-470,Technology,Laptops,Laptops Model 18,10971.2,10,0.15,295.75,2.70
ORD-10067,7/28/2024,08-01-2024,CUST-329,Customer 344,Consumer,India,Maharashtra,Mumbai,PROD-440,Office Supplies,Pens,Pens Model 11,19855.24,8,0.1,1638.39,8.25
ORD-10068,2/15/2024,2/19/2024,CUST-259,Customer 166,Consumer,India,Maharashtra,Nagpur,PROD-497,Furniture,Furnishings,Furnishings Model 50,24310.09,9,0,4413.06,18.15
ORD-10069,04-06-2024,04-12-2024,CUST-371,Customer 319,Corporate,India,Delhi,New Delhi,PROD-321,Office Supplies,Paper,Paper Model 29,45623.43,4,0.1,2730.29,5.98
ORD-10070,03-03-2024,03-05-2024,CUST-997,Customer 323,Home Office,India,Kerala,Thiruvananthapuram,PROD-410,Technology,Accessories,Accessories Model 16,42615.99,5,0.2,6275.85,14.73
ORD-10071,8/24/2024,8/26/2024,CUST-664,Customer 427,Consumer,India,Maharashtra,Mumbai,PROD-256,Furniture,Chairs,Chairs Model 46,17582.51,5,0.15,1177.06,6.69
ORD-10072,7/15/2024,7/18/2024,CUST-944,Customer 307,Home Office,India,Maharashtra,Mumbai,PROD-383,Office Supplies,Binders,Binders Model 9,51855.21,5,0.15,1660.66,3.20
ORD-10073,06-01-2024,06-07-2024,CUST-594,Customer 338,Corporate,India,Delhi,New Delhi,PROD-444,Furniture,Bookcases,Bookcases Model 10,26848.19,8,0.1,442.67,1.65
ORD-10074,04-06-2024,4/13/2024,CUST-245,Customer 293,Corporate,India,Delhi,New Delhi,PROD-120,Office Supplies,Pens,Pens Model 50,24705.43,6,0.15,1014.05,4.10
ORD-10075,09-10-2024,09-12-2024,CUST-130,Customer 258,Home Office,India,Maharashtra,Pune,PROD-170,Technology,Mobiles,Mobiles Model 7,52464,8,0,8141.9,15.52
ORD-10076,7/28/2024,08-04-2024,CUST-994,Customer 80,Consumer,India,Maharashtra,Mumbai,PROD-241,Technology,Mobiles,Mobiles Model 17,20379.82,7,0,4490.76,22.04
ORD-10077,10-04-2024,10-06-2024,CUST-633,Customer 36,Consumer,India,Telangana,Warangal,PROD-324,Office Supplies,Envelopes,Envelopes Model 44,55263.65,4,0,7559.75,13.68
ORD-10078,8/15/2024,8/18/2024,CUST-711,Customer 154,Consumer,India,Tamil Nadu,Madurai,PROD-024,Technology,Laptops,Laptops Model 21,47788.99,5,0.1,1193.21,2.50
ORD-10079,10/16/2024,10/23/2024,CUST-812,Customer 93,Consumer,India,Karnataka,Bangalore,PROD-090,Technology,Accessories,Accessories Model 6,36608.56,7,0.2,489.57,1.34
ORD-10080,8/24/2024,8/31/2024,CUST-261,Customer 236,Corporate,India,Maharashtra,Nagpur,PROD-342,Furniture,Tables,Tables Model 1,53944.62,8,0.1,4613.46,8.55
ORD-10081,10/27/2024,10/31/2024,CUST-655,Customer 493,Corporate,India,Karnataka,Bangalore,PROD-354,Office Supplies,Pens,Pens Model 17,27464.47,5,0.05,5489.45,19.99
ORD-10082,10/19/2024,10/23/2024,CUST-589,Customer 152,Home Office,India,Maharashtra,Mumbai,PROD-152,Furniture,Furnishings,Furnishings Model 2,58678.87,7,0.1,2838.91,4.84
ORD-10083,5/26/2024,5/29/2024,CUST-622,Customer 411,Corporate,India,Telangana,Hyderabad,PROD-113,Technology,Accessories,Accessories Model 41,11488.91,5,0.05,1443.58,12.56
ORD-10084,1/18/2024,1/24/2024,CUST-374,Customer 375,Consumer,India,Telangana,Hyderabad,PROD-047,Office Supplies,Envelopes,Envelopes Model 19,19670.48,7,0.05,789.95,4.02
ORD-10085,3/25/2024,3/29/2024,CUST-936,Customer 423,Corporate,India,Delhi,New Delhi,PROD-496,Technology,Printers,Printers Model 19,44818.91,6,0,6438.97,14.37
ORD-10086,10-12-2024,10/16/2024,CUST-093,Customer 405,Corporate,India,Tamil Nadu,Chennai,PROD-008,Furniture,Furnishings,Furnishings Model 17,32240.68,8,0.1,2726.45,8.46
ORD-10087,11/22/2024,11/26/2024,CUST-111,Customer 346,Consumer,India,Telangana,Warangal,PROD-242,Technology,Accessories,Accessories Model 2,37210.86,9,0.1,4950.95,13.31
ORD-10088,12/24/2024,12/28/2024,CUST-665,Customer 210,Consumer,India,Karnataka,Hubli,PROD-072,Furniture,Furnishings,Furnishings Model 3,56781.07,5,0.15,4359.42,7.68
ORD-10089,8/20/2024,8/24/2024,CUST-687,Customer 487,Home Office,India,Karnataka,Hubli,PROD-357,Furniture,Furnishings,Furnishings Model 35,25205.69,3,0.15,780.98,3.10
ORD-10090,1/17/2024,1/24/2024,CUST-380,Customer 112,Corporate,India,Maharashtra,Nagpur,PROD-228,Office Supplies,Pens,Pens Model 16,51341.47,2,0.1,3023.66,5.89
ORD-10091,5/21/2024,5/24/2024,CUST-992,Customer 63,Corporate,India,Telangana,Warangal,PROD-047,Furniture,Furnishings,Furnishings Model 43,12805.14,10,0,769.79,6.01
ORD-10092,02-05-2024,02-11-2024,CUST-213,Customer 301,Consumer,India,Kerala,Kochi,PROD-417,Furniture,Tables,Tables Model 15,19780.72,3,0.2,2955.89,14.94
ORD-10093,3/30/2024,04-01-2024,CUST-677,Customer 444,Consumer,India,Karnataka,Bangalore,PROD-068,Technology,Printers,Printers Model 1,21558.71,4,0.2,1837.79,8.52
ORD-10094,08-03-2024,08-09-2024,CUST-117,Customer 382,Consumer,India,Karnataka,Mysore,PROD-244,Furniture,Tables,Tables Model 29,46703.22,9,0.2,5986.85,12.82
ORD-10095,12-03-2024,12-09-2024,CUST-309,Customer 235,Home Office,India,Delhi,New Delhi,PROD-494,Technology,Laptops,Laptops Model 2,3743.44,8,0.15,55.2,1.47
ORD-10096,02-07-2024,02-09-2024,CUST-330,Customer 312,Consumer,India,Tamil Nadu,Coimbatore,PROD-034,Technology,Accessories,Accessories Model 9,16573.46,10,0.2,125.45,0.76
ORD-10097,8/20/2024,8/26/2024,CUST-620,Customer 221,Consumer,India,Maharashtra,Nagpur,PROD-407,Technology,Printers,Printers Model 45,6953.4,9,0.05,598.09,8.60
ORD-10098,7/23/2024,7/28/2024,CUST-748,Customer 49,Corporate,India,Karnataka,Mysore,PROD-219,Office Supplies,Envelopes,Envelopes Model 21,39939.96,6,0.05,5486.32,13.74
ORD-10099,2/17/2024,2/22/2024,CUST-099,Customer 382,Home Office,India,Maharashtra,Mumbai,PROD-191,Furniture,Chairs,Chairs Model 9,33426.61,10,0.2,1258.96,3.77
ORD-10100,12-06-2024,12-11-2024,CUST-889,Customer 469,Home Office,India,Telangana,Hyderabad,PROD-027,Office Supplies,Pens,Pens Model 19,36064.56,6,0,5971.7,16.56
ORD-10101,4/24/2024,4/26/2024,CUST-359,Customer 433,Home Office,India,Karnataka,Bangalore,PROD-189,Technology,Accessories,Accessories Model 8,45780.08,10,0.05,7390.93,16.14
ORD-10102,1/15/2024,1/18/2024,CUST-280,Customer 360,Corporate,India,Delhi,New Delhi,PROD-472,Technology,Printers,Printers Model 22,21126.3,3,0.05,2392.85,11.33
ORD-10103,2/16/2024,2/23/2024,CUST-544,Customer 111,Corporate,India,Maharashtra,Mumbai,PROD-215,Furniture,Chairs,Chairs Model 30,20519.67,6,0.1,1935.4,9.43
ORD-10104,3/21/2024,3/27/2024,CUST-051,Customer 346,Consumer,India,Delhi,New Delhi,PROD-140,Furniture,Tables,Tables Model 29,39750.13,8,0.2,2448.26,6.16
ORD-10105,6/25/2024,6/30/2024,CUST-114,Customer 146,Home Office,India,Kerala,Kochi,PROD-348,Technology,Laptops,Laptops Model 38,29249.3,5,0,2752.47,9.41
ORD-10106,06-03-2024,06-06-2024,CUST-786,Customer 71,Corporate,India,Delhi,New Delhi,PROD-149,Furniture,Tables,Tables Model 21,7287.06,8,0.15,472.65,6.49
ORD-10107,9/13/2024,9/19/2024,CUST-854,Customer 343,Corporate,India,Maharashtra,Nagpur,PROD-037,Technology,Mobiles,Mobiles Model 26,51719.69,1,0.15,4978.11,9.63
ORD-10108,10/20/2024,10/25/2024,CUST-727,Customer 328,Corporate,India,Tamil Nadu,Coimbatore,PROD-149,Technology,Accessories,Accessories Model 8,24361.44,6,0.05,3904.27,16.03
ORD-10109,2/15/2024,2/20/2024,CUST-865,Customer 55,Consumer,India,Delhi,New Delhi,PROD-224,Technology,Printers,Printers Model 38,24086.94,2,0.15,1784.96,7.41
ORD-10110,3/27/2024,3/29/2024,CUST-523,Customer 325,Consumer,India,Telangana,Warangal,PROD-272,Furniture,Bookcases,Bookcases Model 33,11714.83,6,0.1,1118.48,9.55
ORD-10111,3/15/2024,3/19/2024,CUST-203,Customer 89,Home Office,India,Telangana,Hyderabad,PROD-079,Furniture,Chairs,Chairs Model 49,45573.23,2,0.05,8670.69,19.03
ORD-10112,12/14/2024,12/20/2024,CUST-659,Customer 326,Home Office,India,Telangana,Warangal,PROD-166,Office Supplies,Envelopes,Envelopes Model 41,19036.72,8,0,2737.18,14.38
ORD-10113,6/29/2024,07-05-2024,CUST-076,Customer 159,Corporate,India,Telangana,Warangal,PROD-232,Office Supplies,Paper,Paper Model 3,3507.71,5,0,627.65,17.89
ORD-10114,8/24/2024,8/30/2024,CUST-568,Customer 489,Home Office,India,Tamil Nadu,Madurai,PROD-459,Technology,Accessories,Accessories Model 3,27039.05,10,0.05,1738.76,6.43
ORD-10115,8/18/2024,8/20/2024,CUST-831,Customer 461,Corporate,India,Maharashtra,Nagpur,PROD-366,Furniture,Chairs,Chairs Model 6,30322.49,3,0,3018.57,9.95
ORD-10116,07-05-2024,07-09-2024,CUST-940,Customer 145,Corporate,India,Maharashtra,Pune,PROD-210,Technology,Mobiles,Mobiles Model 50,20368.19,10,0,4233.43,20.78
ORD-10117,2/18/2024,2/24/2024,CUST-695,Customer 198,Corporate,India,Telangana,Warangal,PROD-130,Furniture,Bookcases,Bookcases Model 47,51108.82,10,0.05,3407.55,6.67
ORD-10118,12-01-2024,12-08-2024,CUST-679,Customer 201,Consumer,India,Delhi,New Delhi,PROD-305,Office Supplies,Pens,Pens Model 46,56286.33,5,0.2,4202.57,7.47
ORD-10119,11/26/2024,12-03-2024,CUST-434,Customer 261,Corporate,India,Kerala,Kochi,PROD-010,Technology,Laptops,Laptops Model 24,18601.08,4,0.1,2595.48,13.95
ORD-10120,3/20/2024,3/22/2024,CUST-303,Customer 433,Consumer,India,Maharashtra,Mumbai,PROD-260,Furniture,Tables,Tables Model 50,32432.27,9,0,5915.19,18.24
ORD-10121,3/19/2024,3/22/2024,CUST-186,Customer 426,Home Office,India,Delhi,New Delhi,PROD-395,Technology,Accessories,Accessories Model 40,48561.72,3,0.15,4431.82,9.13
ORD-10122,8/15/2024,8/21/2024,CUST-292,Customer 386,Home Office,India,Kerala,Kozhikode,PROD-402,Technology,Mobiles,Mobiles Model 29,14116.78,4,0.1,2020.38,14.31
ORD-10123,8/24/2024,8/28/2024,CUST-797,Customer 196,Home Office,India,Maharashtra,Mumbai,PROD-271,Office Supplies,Envelopes,Envelopes Model 27,57979.46,4,0.2,7092.06,12.23
ORD-10124,07-09-2024,7/15/2024,CUST-957,Customer 53,Home Office,India,Kerala,Kochi,PROD-434,Technology,Accessories,Accessories Model 34,51084.85,5,0,10350.98,20.26
ORD-10125,08-11-2024,8/13/2024,CUST-970,Customer 467,Consumer,India,Kerala,Thiruvananthapuram,PROD-419,Technology,Mobiles,Mobiles Model 29,53089.32,1,0.15,4743.46,8.93
ORD-10126,02-11-2024,2/15/2024,CUST-230,Customer 15,Corporate,India,Delhi,New Delhi,PROD-477,Furniture,Furnishings,Furnishings Model 7,50366.66,6,0.05,1386.09,2.75
ORD-10127,12/27/2024,01-01-2025,CUST-460,Customer 316,Consumer,India,Kerala,Thiruvananthapuram,PROD-464,Technology,Mobiles,Mobiles Model 6,1238.33,4,0.05,135.92,10.98
ORD-10128,05-01-2024,05-05-2024,CUST-125,Customer 25,Consumer,India,Telangana,Warangal,PROD-215,Furniture,Bookcases,Bookcases Model 41,47654.56,8,0,3439.3,7.22
ORD-10129,11/19/2024,11/25/2024,CUST-589,Customer 124,Home Office,India,Maharashtra,Nagpur,PROD-074,Technology,Laptops,Laptops Model 19,25811.41,10,0.1,48.71,0.19
ORD-10130,9/25/2024,9/29/2024,CUST-070,Customer 489,Home Office,India,Maharashtra,Mumbai,PROD-279,Technology,Laptops,Laptops Model 33,47206.1,9,0.2,6888.93,14.59
ORD-10131,07-10-2024,7/14/2024,CUST-766,Customer 9,Corporate,India,Maharashtra,Mumbai,PROD-404,Technology,Accessories,Accessories Model 5,20753.67,2,0.2,61.48,0.30
ORD-10132,10-06-2024,10-10-2024,CUST-834,Customer 330,Consumer,India,Kerala,Kochi,PROD-426,Furniture,Bookcases,Bookcases Model 50,41112.49,8,0.05,6672.54,16.23
ORD-10133,5/30/2024,06-02-2024,CUST-045,Customer 406,Consumer,India,Tamil Nadu,Madurai,PROD-454,Office Supplies,Paper,Paper Model 3,19004.19,5,0.2,1337.04,7.04
ORD-10134,11/27/2024,11/30/2024,CUST-293,Customer 183,Consumer,India,Delhi,New Delhi,PROD-444,Office Supplies,Paper,Paper Model 42,19982.29,2,0.1,747.14,3.74
ORD-10135,6/22/2024,6/25/2024,CUST-509,Customer 355,Corporate,India,Maharashtra,Nagpur,PROD-189,Office Supplies,Envelopes,Envelopes Model 34,16076.57,2,0.15,1353.88,8.42
ORD-10136,6/13/2024,6/15/2024,CUST-082,Customer 168,Home Office,India,Delhi,New Delhi,PROD-152,Technology,Printers,Printers Model 20,26810.35,7,0.05,3698.57,13.80
ORD-10137,11-10-2024,11/15/2024,CUST-282,Customer 328,Consumer,India,Kerala,Thiruvananthapuram,PROD-039,Furniture,Bookcases,Bookcases Model 43,38287,6,0.2,391.26,1.02
ORD-10138,11-07-2024,11/14/2024,CUST-801,Customer 225,Consumer,India,Telangana,Hyderabad,PROD-065,Furniture,Tables,Tables Model 5,14236.12,6,0.1,378.27,2.66
ORD-10139,12/13/2024,12/18/2024,CUST-972,Customer 190,Corporate,India,Delhi,New Delhi,PROD-228,Technology,Mobiles,Mobiles Model 49,4705.44,3,0.2,360.48,7.66
ORD-10140,2/28/2024,03-01-2024,CUST-754,Customer 96,Corporate,India,Kerala,Kozhikode,PROD-266,Office Supplies,Binders,Binders Model 25,54821.2,2,0.1,5755.84,10.50
ORD-10141,12/21/2024,12/26/2024,CUST-205,Customer 63,Consumer,India,Telangana,Warangal,PROD-437,Furniture,Bookcases,Bookcases Model 5,27177.36,8,0,5764.39,21.21
